timesheet_id,employee_id,project_id,date,hours,type
TS02465,EMP020,PRJ023,2025-11-06,5.8,internal
TS02466,EMP025,PRJ029,20.08.2024,5.9,billable
TS02467,EMP010,PRJ024,2025-04-30,5.8,internal
TS02468,EMP008,PRJ028,2025-03-13,1.6,billable
TS02469,EMP002,PRJ030,16/02/2024,4.6,billable
TS02470,EMP017,PRJ011,23/07/2024,3.7,billable
TS02471,EMP012,PRJ015,2025-07-25,5.7,billable
TS02472,EMP016,PRJ028,25/12/2025,6.3,billable
TS02473,EMP011,PRJ029,2024-09-25,1.9,billable
TS02474,EMP005,PRJ011,30.12.2025,4.6,billable
TS02475,EMP012,PRJ010,2025-11-11,7.9,billable
TS02476,EMP013,PRJ004,21/01/2025,2.3,internal
TS02477,EMP013,PRJ016,2025-10-14,6.5,billable
TS02478,EMP018,PRJ004,07/10/2024,3.8,internal
TS02479,EMP016,PRJ021,2024-08-22,7.0,internal
TS02480,EMP001,PRJ005,13.08.2024,6.4,billable
TS02481,EMP022,PRJ026,22.08.2024,5.0,billable
TS02482,EMP024,PRJ018,02.05.2025,1.3,billable
TS02483,EMP021,PRJ005,14/01/2025,1.6,internal
TS02484,EMP022,PRJ022,03.12.2024,4.0,billable
TS02485,EMP019,PRJ014,28/08/2025,3.2,billable
TS02486,EMP001,PRJ009,2024-01-19,2.8,billable
TS02487,EMP021,PRJ032,2024-04-08,2.0,billable
TS02488,EMP019,PRJ016,18/03/2025,7.3,billable
TS02489,EMP013,PRJ003,2025-08-04,7.7,billable
TS02490,EMP016,PRJ015,2024-03-22,6.6,internal
TS02491,EMP022,PRJ002,16.04.2025,7.7,billable
TS02492,EMP018,PRJ027,2024-12-26,2.7,billable
TS02493,EMP023,PRJ020,26/07/2024,1.8,billable
TS02494,EMP017,PRJ022,2024-07-05,2.6,billable
TS02495,EMP001,PRJ023,12/05/2025,6.7,billable
TS02496,EMP010,PRJ031,08/01/2024,6.0,billable
TS02497,EMP010,PRJ020,11/07/2025,5.7,billable
TS02498,EMP015,PRJ020,01/04/2024,3.9,billable
TS02499,EMP009,PRJ022,05/02/2024,1.2,billable
TS02500,EMP002,PRJ025,07/10/2024,5.0,billable
TS02501,EMP021,PRJ023,20/05/2024,5.0,billable
TS02502,EMP019,PRJ030,2024-01-09,2.3,billable
TS02503,EMP022,PRJ014,12/03/2025,3.1,internal
TS02504,EMP020,PRJ022,18/09/2025,3.8,internal
TS02505,EMP011,PRJ017,28/10/2024,6.2,billable
TS02506,EMP010,PRJ008,2025-02-11,5.0,billable
TS02507,EMP023,PRJ017,09.10.2024,5.0,billable
TS02508,EMP009,PRJ002,24.06.2025,6.3,internal
TS02509,EMP002,PRJ022,27/05/2025,3.9,billable
TS02510,EMP019,PRJ035,21/10/2025,6.4,billable
TS02511,EMP001,PRJ029,14/05/2024,1.4,billable
TS02512,EMP010,PRJ034,24/12/2024,2.3,billable
TS02513,EMP019,PRJ009,08/05/2024,1.3,billable
TS02514,EMP010,PRJ025,06.03.2024,2.0,billable
TS02515,EMP024,PRJ023,19.04.2024,2.0,billable
TS02516,EMP013,PRJ023,25/06/2025,5.9,billable
TS02517,EMP016,PRJ001,2025-07-22,7.6,internal
TS02518,EMP003,PRJ017,23/12/2025,3.5,billable
TS02519,EMP008,PRJ006,15/03/2024,2.6,billable
TS02520,EMP006,PRJ013,2025-02-21,2.1,billable
TS02521,EMP010,PRJ030,28.10.2024,2.3,billable
TS02522,EMP022,PRJ029,18.08.2025,3.9,billable
TS02523,EMP018,PRJ002,05.02.2024,4.9,internal
TS02524,EMP005,PRJ018,2025-01-27,6.3,internal
TS02525,EMP021,PRJ032,24/03/2025,7.2,billable
TS02526,EMP007,PRJ021,29/02/2024,2.1,billable
TS02527,EMP018,PRJ018,10/03/2025,3.7,billable
TS02528,EMP025,PRJ011,2024-07-22,2.4,billable
TS02529,EMP005,PRJ002,2024-05-17,3.3,billable
TS02530,EMP008,PRJ002,12/08/2024,2.4,billable
TS02531,EMP022,PRJ028,14/04/2025,3.6,internal
TS02532,EMP016,PRJ023,2024-11-18,2.7,billable
TS02533,EMP002,PRJ006,26.06.2024,7.4,billable
TS02534,EMP006,PRJ016,2024-01-30,2.5,billable
TS02535,EMP015,PRJ005,2025-08-18,6.7,internal
TS02536,EMP006,PRJ009,28/10/2024,1.4,billable
TS02537,EMP009,PRJ035,18/04/2025,6.1,internal
TS02538,EMP011,PRJ017,27.02.2025,1.7,internal
TS02539,EMP009,PRJ004,30.01.2025,3.5,billable
TS02540,EMP022,PRJ031,2025-10-06,2.0,billable
TS02541,EMP002,PRJ022,29.01.2025,3.8,billable
TS02542,EMP024,PRJ010,10/09/2024,4.4,billable
TS02543,EMP006,PRJ007,2024-05-13,1.6,internal
TS02544,EMP002,PRJ016,16/12/2025,3.4,billable
TS02545,EMP002,PRJ005,10/04/2025,7.0,internal
TS02546,EMP021,PRJ015,04.09.2025,2.1,billable
TS02547,EMP006,PRJ021,2024-04-22,4.5,billable
TS02548,EMP024,PRJ017,2024-09-12,2.5,billable
TS02549,EMP005,PRJ010,25/04/2024,3.6,billable
TS02550,EMP021,PRJ025,2024-07-15,7.4,billable
TS02551,EMP007,PRJ019,2024-10-28,3.1,internal
TS02552,EMP016,PRJ033,05/09/2025,5.1,billable
TS02553,EMP001,PRJ024,22.09.2025,5.8,internal
TS02554,EMP011,PRJ013,01.12.2025,4.1,billable
TS02555,EMP021,PRJ014,12/06/2024,7.6,billable
TS02556,EMP015,PRJ032,30/04/2025,3.2,billable
TS02557,EMP003,PRJ026,23.12.2024,4.8,billable
TS02558,EMP019,PRJ011,03/06/2024,5.1,billable
TS02559,EMP025,PRJ027,13/08/2024,1.3,billable
TS02560,EMP013,PRJ015,2025-03-24,2.7,billable
TS02561,EMP020,PRJ019,11/11/2025,6.3,billable
TS02562,EMP009,PRJ033,2024-01-30,5.5,billable
TS02563,EMP008,PRJ035,2024-02-13,1.3,billable
TS02564,EMP021,PRJ006,2024-07-02,7.0,billable
TS02565,EMP010,PRJ033,11/11/2025,7.4,billable
TS02566,EMP018,PRJ027,2025-07-02,4.5,billable
TS02567,EMP017,PRJ021,25/09/2024,4.9,billable
TS02568,EMP022,PRJ001,13.02.2024,6.6,billable
TS02569,EMP021,PRJ034,06/05/2025,2.7,billable
TS02570,EMP021,PRJ026,15/10/2024,7.6,billable
TS02571,EMP014,PRJ009,12.08.2024,3.1,billable
TS02572,EMP005,PRJ012,19.03.2024,2.4,billable
TS02573,EMP020,PRJ017,30/06/2025,2.5,internal
TS02574,EMP019,PRJ008,2024-04-02,4.3,billable
TS02575,EMP020,PRJ018,2025-08-12,5.8,billable
TS02576,EMP024,PRJ002,28/02/2024,2.5,billable
TS02577,EMP006,PRJ001,04.03.2024,1.0,internal
TS02578,EMP018,PRJ026,12.07.2024,7.1,billable
TS02579,EMP009,PRJ016,2025-06-26,7.3,billable
TS02580,EMP006,PRJ027,22.09.2025,2.2,internal
TS02581,EMP018,PRJ028,2024-06-18,6.8,internal
TS02582,EMP018,PRJ014,2025-05-28,5.3,billable
TS02583,EMP024,PRJ006,03.06.2025,3.4,billable
TS02584,EMP025,PRJ026,02/07/2024,3.8,billable
TS02585,EMP004,PRJ001,2024-03-19,2.3,billable
TS02586,EMP020,PRJ010,11.04.2024,5.7,internal
TS02587,EMP006,PRJ030,08/09/2025,6.1,billable
TS02588,EMP024,PRJ002,19/02/2025,7.7,billable
TS02589,EMP025,PRJ024,18.08.2025,2.2,billable
TS02590,EMP009,PRJ016,19/03/2024,5.3,billable
TS02591,EMP017,PRJ008,26.12.2024,7.8,billable
TS02592,EMP010,PRJ023,2025-11-07,4.5,billable
TS02593,EMP005,PRJ026,20/01/2025,3.6,internal
TS02594,EMP020,PRJ023,11/08/2025,6.8,billable
TS02595,EMP019,PRJ011,17.12.2024,3.3,billable
TS02596,EMP025,PRJ029,01.11.2024,7.2,billable
TS02597,EMP016,PRJ010,24/09/2025,3.9,billable
TS02598,EMP020,PRJ026,13.05.2025,1.2,billable
TS02599,EMP016,PRJ017,28.07.2025,3.5,billable
TS02600,EMP017,PRJ013,2025-09-16,6.6,internal
TS02601,EMP015,PRJ034,07.10.2025,3.4,billable
TS02602,EMP013,PRJ019,21/08/2025,4.7,
TS02603,EMP022,PRJ033,2025-02-07,7.1,billable
TS02604,EMP002,PRJ011,12/02/2025,2.0,billable
TS02605,EMP002,PRJ002,11/07/2025,2.3,billable
TS02606,EMP008,PRJ001,2025-07-23,7.1,billable
TS02607,EMP011,PRJ031,2024-11-08,5.7,billable
TS02608,EMP009,PRJ007,2025-07-22,3.4,
TS02609,EMP015,PRJ024,16.01.2024,1.3,billable
TS02610,EMP022,PRJ026,16.04.2024,5.1,internal
TS02611,EMP012,PRJ025,28.10.2024,1.7,billable
TS02612,EMP018,PRJ019,18/03/2025,4.1,billable
TS02613,EMP021,PRJ008,27.06.2025,4.3,billable
TS02614,EMP021,PRJ014,2025-03-13,3.6,billable
TS02615,EMP010,PRJ017,14/05/2024,5.2,internal
TS02616,EMP014,PRJ026,20/01/2025,2.2,internal
TS02617,EMP004,PRJ021,18/12/2024,5.3,billable
TS02618,EMP025,PRJ012,09.07.2024,7.6,
TS02619,EMP021,PRJ019,26/03/2025,6.6,billable
TS02620,EMP018,PRJ019,2025-12-02,6.5,billable
TS02621,EMP004,PRJ015,2025-07-01,2.6,billable
TS02622,EMP024,PRJ023,13.08.2024,1.7,billable
TS02623,EMP013,PRJ009,2025-11-05,2.3,billable
TS02624,EMP008,PRJ010,10/10/2025,7.8,billable
TS02625,EMP018,PRJ016,24.09.2025,3.4,billable
TS02626,EMP006,PRJ020,25.06.2024,5.8,billable
TS02627,EMP004,PRJ033,03/12/2024,4.4,billable
TS02628,EMP002,PRJ034,2025-10-14,1.3,billable
TS02629,EMP009,PRJ031,23/08/2024,6.4,billable
TS02630,EMP017,PRJ019,2024-04-24,6.8,internal
TS02631,EMP019,PRJ030,23.07.2024,2.8,internal
TS02632,EMP016,PRJ033,01.07.2025,1.2,billable
TS02633,EMP003,PRJ013,02.09.2024,6.8,billable
TS02634,EMP002,PRJ033,30.04.2025,4.5,internal
TS02635,EMP016,PRJ035,01.05.2025,2.4,billable
TS02636,EMP003,PRJ021,04/07/2024,1.9,billable
TS02637,EMP011,PRJ015,2025-05-09,6.7,internal
TS02638,EMP004,PRJ023,11/03/2025,5.8,billable
TS02639,EMP024,PRJ031,31.03.2025,6.2,internal
TS02640,EMP003,PRJ020,19.08.2024,2.5,billable
TS02641,EMP013,PRJ028,25.09.2024,7.8,billable
TS02642,EMP001,PRJ003,24/04/2024,1.3,billable
TS02643,EMP018,PRJ015,01.12.2025,6.0,billable
TS02644,EMP022,PRJ034,24/10/2024,7.3,billable
TS02645,EMP017,PRJ034,31.10.2024,5.3,internal
TS02646,EMP012,PRJ029,25/06/2024,4.9,internal
TS02647,EMP012,PRJ034,09.05.2024,7.6,billable
TS02648,EMP015,PRJ030,07.07.2025,5.3,internal
TS02649,EMP010,PRJ034,07/07/2025,2.3,billable
TS02650,EMP011,PRJ034,04/11/2024,7.4,billable
TS02651,EMP007,PRJ028,23/05/2025,6.3,billable
TS02652,EMP006,PRJ014,15/10/2025,1.2,billable
TS02653,EMP004,PRJ006,14/08/2025,2.7,internal
TS02654,EMP011,PRJ001,24.01.2024,6.2,billable
TS02655,EMP004,PRJ029,2025-04-24,5.0,billable
TS02656,EMP014,PRJ014,14.08.2024,6.8,billable
TS02657,EMP017,PRJ035,22.01.2024,6.3,
TS02658,EMP011,PRJ013,09.05.2024,5.7,billable
TS02659,EMP019,PRJ006,2024-01-11,2.7,internal
TS02660,EMP010,PRJ009,2025-10-23,7.1,billable
TS02661,EMP002,PRJ034,03.12.2024,6.8,internal
TS02662,EMP011,PRJ004,2024-05-20,3.1,billable
TS02663,EMP023,PRJ034,2025-05-23,2.4,internal
TS02664,EMP023,PRJ023,2025-06-05,6.0,billable
TS02665,EMP020,PRJ004,22/12/2025,1.0,billable
TS02666,EMP014,PRJ006,10.01.2025,5.4,billable
TS02667,EMP013,PRJ025,02/09/2024,5.1,billable
TS02668,EMP004,PRJ025,24.10.2024,2.7,internal
TS02669,EMP017,PRJ016,2025-04-29,4.4,billable
TS02670,EMP025,PRJ025,25/02/2025,1.0,internal
TS02671,EMP009,PRJ017,2024-03-11,6.7,billable
TS02672,EMP023,PRJ030,27.11.2024,5.4,billable
TS02673,EMP010,PRJ027,2024-09-30,1.3,billable
TS02674,EMP018,PRJ001,20/05/2024,4.4,billable
TS02675,EMP014,PRJ009,05/06/2025,7.1,billable
TS02676,EMP017,PRJ015,2025-08-29,3.2,billable
TS02677,EMP002,PRJ027,22.05.2025,3.8,billable
TS02678,EMP023,PRJ001,06/08/2025,2.2,billable
TS02679,EMP025,PRJ018,25.11.2024,6.3,billable
TS02680,EMP011,PRJ035,09/04/2025,2.0,billable
TS02681,EMP021,PRJ028,2025-07-22,7.7,internal
TS02682,EMP009,PRJ003,26.07.2024,3.1,billable
TS02683,EMP017,PRJ032,29.07.2024,4.8,billable
TS02684,EMP024,PRJ015,07/08/2024,3.8,
TS02685,EMP008,PRJ001,11/09/2025,1.1,internal
TS02686,EMP014,PRJ002,09/07/2024,4.8,billable
TS02687,EMP002,PRJ017,2024-03-12,5.6,billable
TS02688,EMP024,PRJ023,08/04/2025,4.2,billable
TS02689,EMP023,PRJ032,2025-12-09,5.1,billable
TS02690,EMP012,PRJ016,18/07/2025,5.5,billable
TS02691,EMP021,PRJ010,27/05/2024,6.3,billable
TS02692,EMP018,PRJ031,03.06.2024,6.2,internal
TS02693,EMP012,PRJ006,2025-05-22,6.9,internal
TS02694,EMP023,PRJ014,25.06.2024,3.9,billable
TS02695,EMP013,PRJ034,2025-03-17,1.7,billable
TS02696,EMP013,PRJ029,2025-12-12,5.6,billable
TS02697,EMP011,PRJ016,2025-02-04,7.3,billable
TS02698,EMP014,PRJ035,20/08/2025,1.2,billable
TS02699,EMP004,PRJ032,06.09.2024,2.0,internal
TS02700,EMP015,PRJ014,2025-09-22,4.2,billable
TS02701,EMP003,PRJ007,2024-07-30,4.8,billable
TS02702,EMP003,PRJ025,22/05/2025,2.0,billable
TS02703,EMP025,PRJ018,2025-02-21,6.5,internal
TS02704,EMP003,PRJ031,09/01/2024,4.2,billable
TS02705,EMP008,PRJ020,2024-10-29,7.0,internal
TS02706,EMP021,PRJ026,16.01.2024,2.0,billable
TS02707,EMP024,PRJ002,20/08/2025,2.9,billable
TS02708,EMP006,PRJ025,23/09/2025,1.2,billable
TS02709,EMP004,PRJ015,13/05/2024,4.3,billable
TS02710,EMP018,PRJ002,24.11.2025,1.9,internal
TS02711,EMP004,PRJ025,07.02.2024,1.9,billable
TS02712,EMP018,PRJ006,25/06/2024,6.6,billable
TS02713,EMP024,PRJ035,27.02.2025,2.8,billable
TS02714,EMP015,PRJ025,01/03/2024,7.4,billable
TS02715,EMP017,PRJ015,2025-03-24,6.7,billable
TS02716,EMP002,PRJ032,2024-10-25,5.3,billable
TS02717,EMP013,PRJ034,25.07.2024,3.8,internal
TS02718,EMP011,PRJ015,14/10/2024,4.8,billable
TS02719,EMP017,PRJ011,30/04/2024,2.6,internal
TS02720,EMP005,PRJ001,21.06.2024,1.5,billable
TS02721,EMP024,PRJ010,2024-01-15,,billable
TS02722,EMP001,PRJ002,15/07/2025,4.6,billable
TS02723,EMP015,PRJ016,01.09.2025,1.8,billable
TS02724,EMP019,PRJ006,2024-05-06,2.8,billable
TS02725,EMP003,PRJ025,2025-08-04,6.3,billable
TS02726,EMP015,PRJ035,14.08.2025,,billable
TS02727,EMP024,PRJ022,2024-11-05,4.8,internal
TS02728,EMP018,PRJ028,2025-05-06,8.0,billable
TS02729,EMP019,PRJ033,2024-10-10,5.8,billable
TS02730,EMP008,PRJ029,2024-03-25,7.5,billable
TS02731,EMP018,PRJ024,11.12.2025,2.8,billable
TS02732,EMP001,PRJ013,2025-10-13,2.8,internal
TS02733,EMP025,PRJ016,11/10/2024,3.9,billable
TS02734,EMP020,PRJ017,17/10/2024,5.1,billable
TS02735,EMP002,PRJ007,29.02.2024,4.9,billable
TS02736,EMP023,PRJ035,2024-04-03,5.8,billable
TS02737,EMP020,PRJ019,2024-01-02,2.0,internal
TS02738,EMP003,PRJ032,25/09/2024,5.8,internal
TS02739,EMP021,PRJ013,2025-02-25,3.2,internal
TS02740,EMP001,PRJ019,01.04.2024,2.1,billable
TS02741,EMP011,PRJ007,2025-07-16,1.8,billable
TS02742,EMP011,PRJ023,01/08/2025,1.1,billable
TS02743,EMP015,PRJ012,2024-08-12,1.4,billable
TS02744,EMP008,PRJ034,28.05.2024,4.2,billable
TS02745,EMP007,PRJ009,04/08/2025,6.1,internal
TS02746,EMP001,PRJ017,01.07.2025,6.0,billable
TS02747,EMP008,PRJ017,15/11/2024,3.7,billable
TS02748,EMP015,PRJ027,2024-08-12,7.0,billable
TS02749,EMP008,PRJ001,09.01.2025,4.5,billable
TS02750,EMP010,PRJ032,03/06/2024,2.8,billable
TS02751,EMP018,PRJ011,18.06.2024,7.6,internal
TS02752,EMP022,PRJ012,07/02/2025,4.2,billable
TS02753,EMP013,PRJ023,2025-12-16,6.5,internal
TS02754,EMP020,PRJ029,24/02/2025,7.0,billable
TS02755,EMP015,PRJ006,2025-11-11,2.1,billable
TS02756,EMP004,PRJ033,06/11/2024,4.5,billable
TS02757,EMP011,PRJ018,02/08/2024,3.2,billable
TS02758,EMP018,PRJ010,23.04.2024,2.1,billable
TS02759,EMP024,PRJ023,2024-06-18,3.5,
TS02760,EMP023,PRJ018,2024-10-16,5.5,billable
TS02761,EMP016,PRJ013,15/07/2025,4.9,billable
TS02762,EMP014,PRJ015,12/11/2024,2.6,billable
TS02763,EMP006,PRJ005,24/06/2025,4.6,billable
TS02764,EMP013,PRJ017,2024-01-19,3.4,billable
TS02765,EMP006,PRJ024,2024-11-14,2.4,billable
TS02766,EMP001,PRJ008,26.12.2025,3.8,billable
TS02767,EMP008,PRJ032,27.05.2024,1.7,billable
TS02768,EMP007,PRJ011,04.03.2024,8.0,billable
TS02769,EMP020,PRJ004,2024-03-25,1.6,billable
TS02770,EMP016,PRJ008,03.09.2024,1.7,billable
TS02771,EMP025,PRJ027,16.02.2024,6.5,billable
TS02772,EMP005,PRJ023,2025-12-01,6.0,internal
TS02773,EMP019,PRJ019,13/10/2025,4.3,billable
TS02774,EMP003,PRJ014,2025-03-24,3.4,billable
TS02775,EMP006,PRJ034,25.11.2025,7.1,
TS02776,EMP015,PRJ004,2024-08-20,4.3,internal
TS02777,EMP017,PRJ008,2025-09-22,4.3,internal
TS02778,EMP025,PRJ025,16.09.2024,4.4,internal
TS02779,EMP008,PRJ003,2025-04-03,,billable
TS02780,EMP010,PRJ001,20/11/2025,6.1,billable
TS02781,EMP002,PRJ001,24/06/2024,5.6,billable
TS02782,EMP007,PRJ026,09/07/2024,2.1,internal
TS02783,EMP013,PRJ025,18/07/2025,3.5,billable
TS02784,EMP015,PRJ023,2024-03-08,4.1,billable
TS02785,EMP012,PRJ010,01/04/2024,3.3,billable
TS02786,EMP013,PRJ005,2024-01-05,4.4,billable
TS02787,EMP021,PRJ034,2024-09-23,7.2,billable
TS02788,EMP020,PRJ035,15/08/2024,5.0,billable
TS02789,EMP001,PRJ020,2024-04-19,6.2,billable
TS02790,EMP008,PRJ003,30/05/2024,1.7,internal
TS02791,EMP023,PRJ025,2025-12-16,3.0,billable
TS02792,EMP020,PRJ022,2024-08-26,3.2,billable
TS02793,EMP025,PRJ018,2025-05-27,3.9,internal
TS02794,EMP019,PRJ028,07/05/2024,3.2,billable
TS02795,EMP004,PRJ009,15/07/2025,6.4,internal
TS02796,EMP008,PRJ024,30/07/2025,4.5,billable
TS02797,EMP021,PRJ003,2025-11-18,6.7,billable
TS02798,EMP010,PRJ019,21/03/2025,6.3,internal
TS02799,EMP015,PRJ030,2024-05-24,1.3,billable
TS02800,EMP017,PRJ030,07.05.2024,3.5,internal
TS02801,EMP025,PRJ015,2025-05-07,5.7,billable
TS02802,EMP008,PRJ034,17/01/2024,6.4,internal
TS02803,EMP017,PRJ021,2025-12-23,4.2,billable
TS02804,EMP009,PRJ026,02/12/2025,4.7,internal
TS02805,EMP010,PRJ003,2025-04-04,3.9,billable
TS02806,EMP022,PRJ014,27.05.2024,4.3,billable
TS02807,EMP024,PRJ026,02.05.2025,3.9,billable
TS02808,EMP014,PRJ033,01.05.2025,5.3,billable
TS02809,EMP017,PRJ034,2025-02-06,5.1,billable
TS02810,EMP025,PRJ016,24.09.2024,1.0,internal
TS02811,EMP025,PRJ010,2025-04-30,2.4,billable
TS02812,EMP015,PRJ028,20.09.2024,6.4,billable
TS02813,EMP015,PRJ004,30/04/2025,4.5,internal
TS02814,EMP006,PRJ028,2024-03-19,5.1,internal
TS02815,EMP005,PRJ012,2025-05-05,2.5,billable
TS02816,EMP002,PRJ012,2024-06-28,7.6,billable
TS02817,EMP015,PRJ024,2025-10-28,7.2,billable
TS02818,EMP006,PRJ004,28/10/2024,2.1,internal
TS02819,EMP018,PRJ026,2025-08-13,4.9,billable
TS02820,EMP019,PRJ001,2024-07-31,5.1,internal
TS02821,EMP014,PRJ001,2024-04-09,8.0,internal
TS02822,EMP003,PRJ004,10/03/2025,4.8,internal
TS02823,EMP001,PRJ014,2024-03-25,3.8,billable
TS02824,EMP002,PRJ019,20/08/2025,2.4,billable
TS02825,EMP013,PRJ015,25.04.2024,7.0,billable
TS02826,EMP008,PRJ001,08.07.2025,2.6,billable
TS02827,EMP009,PRJ004,11.06.2024,7.2,billable
TS02828,EMP004,PRJ015,2025-09-11,2.6,billable
TS02829,EMP018,PRJ006,12/06/2024,7.3,billable
TS02830,EMP010,PRJ028,01/03/2024,1.9,billable
TS02831,EMP006,PRJ030,2024-06-19,4.9,billable
TS02832,EMP024,PRJ024,24.01.2024,4.2,billable
TS02833,EMP014,PRJ032,2025-01-07,6.3,internal
TS02834,EMP022,PRJ007,01.08.2025,7.7,internal
TS02835,EMP003,PRJ024,2024-11-04,7.2,billable
TS02836,EMP002,PRJ015,2024-06-26,7.3,billable
TS02837,EMP006,PRJ016,01/01/2025,1.5,billable
TS02838,EMP012,PRJ004,26/04/2024,5.3,billable
TS02839,EMP022,PRJ003,19.08.2024,7.0,billable
TS02840,EMP007,PRJ013,2024-09-10,2.3,billable
TS02841,EMP014,PRJ009,08.01.2024,6.7,billable
TS02842,EMP021,PRJ015,07/05/2024,1.9,internal
TS02843,EMP019,PRJ004,01/04/2025,6.5,internal
TS02844,EMP020,PRJ009,27/02/2024,1.8,billable
TS02845,EMP015,PRJ020,2025-08-25,3.6,billable
TS02846,EMP009,PRJ006,04.08.2025,2.4,billable
TS02847,EMP005,PRJ012,2025-02-11,4.1,billable
TS02848,EMP013,PRJ009,11/03/2025,7.0,billable
TS02849,EMP021,PRJ026,2024-09-16,3.7,internal
TS02850,EMP014,PRJ008,2025-04-04,6.7,billable
TS02851,EMP024,PRJ035,2024-10-02,3.2,billable
TS02852,EMP003,PRJ023,2025-12-08,2.6,billable
TS02853,EMP024,PRJ009,2024-04-12,5.1,billable
TS02854,EMP015,PRJ032,28/08/2025,4.2,billable
TS02855,EMP023,PRJ017,14.05.2024,2.1,billable
TS02856,EMP021,PRJ021,18.12.2025,7.5,internal
TS02857,EMP001,PRJ020,09/07/2025,4.4,billable
TS02858,EMP007,PRJ014,28.08.2024,6.3,billable
TS02859,EMP020,PRJ004,18.06.2024,3.4,billable
TS02860,EMP002,PRJ034,09/12/2024,5.5,internal
TS02861,EMP024,PRJ035,24/06/2024,7.8,billable
TS02862,EMP013,PRJ012,19/01/2024,6.2,billable
TS02863,EMP006,PRJ024,08.11.2024,7.5,internal
TS02864,EMP003,PRJ026,21/06/2024,4.9,
TS02865,EMP006,PRJ023,10/11/2025,7.5,billable
TS02866,EMP007,PRJ017,2024-07-03,5.5,billable
TS02867,EMP009,PRJ006,2024-10-21,5.0,billable
TS02868,EMP021,PRJ027,2025-02-07,2.2,billable
TS02869,EMP009,PRJ022,2024-02-23,7.7,billable
TS02870,EMP010,PRJ003,2024-01-22,6.0,billable
TS02871,EMP008,PRJ016,2025-01-14,6.3,billable
TS02872,EMP015,PRJ006,2024-03-29,7.6,billable
TS02873,EMP001,PRJ034,27/05/2024,4.2,billable
TS02874,EMP022,PRJ027,2024-02-26,4.3,billable
TS02875,EMP017,PRJ023,11/01/2024,1.1,billable
TS02876,EMP003,PRJ029,11.03.2025,5.6,internal
TS02877,EMP007,PRJ027,29.04.2024,1.1,internal
TS02878,EMP014,PRJ020,20/05/2024,7.6,billable
TS02879,EMP010,PRJ008,22.07.2024,4.2,billable
TS02880,EMP016,PRJ027,02/02/2024,4.0,billable
TS02881,EMP002,PRJ018,14/03/2025,6.7,billable
TS02882,EMP001,PRJ006,2025-05-21,5.3,billable
TS02883,EMP006,PRJ019,29/07/2025,2.5,billable
TS02884,EMP008,PRJ018,2024-12-19,4.0,billable
TS02885,EMP009,PRJ029,06/08/2025,6.3,billable
TS02886,EMP012,PRJ015,22.01.2025,6.9,billable
TS02887,EMP015,PRJ012,23/07/2024,4.6,billable
TS02888,EMP001,PRJ022,20/08/2024,4.5,billable
TS02889,EMP006,PRJ006,04.02.2025,6.1,billable
TS02890,EMP002,PRJ015,05/05/2025,4.7,billable
TS02891,EMP021,PRJ027,08.04.2024,3.1,billable
TS02892,EMP002,PRJ026,21.01.2025,1.6,internal
TS02893,EMP014,PRJ017,28/02/2025,6.9,billable
TS02894,EMP003,PRJ024,05.11.2025,3.1,billable
TS02895,EMP020,PRJ003,04.03.2024,2.0,billable
TS02896,EMP001,PRJ034,11.11.2024,3.3,billable
TS02897,EMP001,PRJ019,29/08/2024,3.5,internal
TS02898,EMP008,PRJ016,01.04.2025,2.9,billable
TS02899,EMP016,PRJ029,12/11/2025,2.5,internal
TS02900,EMP004,PRJ009,08/07/2024,6.1,billable
TS02901,EMP025,PRJ006,23.09.2025,1.1,billable
TS02902,EMP007,PRJ033,2024-12-03,5.7,internal
TS02903,EMP019,PRJ027,30.07.2024,3.1,internal
TS02904,EMP017,PRJ031,13.02.2025,1.2,internal
TS02905,EMP022,PRJ020,07.08.2025,2.0,internal
TS02906,EMP018,PRJ028,17/12/2025,6.4,billable
TS02907,EMP014,PRJ026,2024-07-29,2.3,billable
TS02908,EMP022,PRJ001,30.04.2025,2.3,internal
TS02909,EMP020,PRJ006,2025-11-20,8.0,internal
TS02910,EMP014,PRJ021,2024-07-29,6.4,billable
TS02911,EMP001,PRJ035,11/03/2025,6.8,billable
TS02912,EMP006,PRJ002,30.07.2024,6.0,billable
TS02913,EMP003,PRJ016,02.12.2024,3.1,internal
TS02914,EMP012,PRJ027,2025-04-07,1.2,billable
TS02915,EMP018,PRJ029,15.07.2024,1.0,billable
TS02916,EMP009,PRJ015,28/07/2025,7.4,billable
TS02917,EMP002,PRJ010,11/12/2025,5.7,billable
TS02918,EMP016,PRJ033,08.01.2024,3.7,billable
TS02919,EMP004,PRJ022,2025-10-22,4.7,internal
TS02920,EMP009,PRJ010,2025-10-31,4.6,billable
TS02921,EMP004,PRJ031,27/02/2024,7.6,internal
TS02922,EMP002,PRJ014,01.02.2024,4.6,billable
TS02923,EMP003,PRJ030,12.06.2024,3.8,billable
TS02924,EMP021,PRJ019,2024-11-04,6.9,billable
TS02925,EMP005,PRJ034,03.06.2025,5.6,internal
TS02926,EMP021,PRJ018,02/04/2024,1.5,billable
TS02927,EMP024,PRJ025,22/04/2024,2.2,billable
TS02928,EMP017,PRJ009,2024-01-18,2.7,billable
TS02929,EMP014,PRJ013,19/11/2025,7.3,billable
TS02930,EMP013,PRJ012,21.10.2025,2.8,internal
